Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Region,State,Postal Code,Category,Sub-Category,Sales,Quantity,Discount,Profit
1792,ORD-2022-101791,08/28/2022,09/02/2022,Standard Class,CUST-1821,John Smith,Home Office,Central,Ohio,,Technology,Copiers,79.91,5,0.3,79.38
1793,ORD-2023-101792,03/27/2023,04/01/2023,Standard Class,CUST-1183,Liam O'Connor,Home Office,South,Alabama,,Furniture,Chairs,,3,0.0,523.5
1794,ORD-2024-101793,07/19/2024,07/22/2024,Standard Class,CUST-1412,,Consumer,East,Pennsylvania,77199.0,Technology,Machines,1133.96,9,0.0,2306.3
1795,ORD-2023-101794,01/15/2023,01/20/2023,First Class,CUST-1643,,Home Office,West,Washington,,Furniture,Chairs,265.18,5,0.2,499.72
1796,ORD-2024-101795,01/11/2024,01/12/2024,Second Class,CUST-1110,John Smith,Corporate,Central,Illinois,,Technology,Accessories,906.25,3,0.0,98.77
1797,ORD-2024-101796,11/05/2024,11/06/2024,Standard Class,CUST-1216,,Home Office,Central,Illinois,58568.0,Office Supplies,Art,35.42,5,0.0,33.85
1798,ORD-2023-101797,05/26/2023,05/30/2023,Standard Class,CUST-1647,David O'Brien,Consumer,South,Florida,,Office Supplies,Paper,44.72,8,0.2,-37.48
1799,ORD-2022-101798,09/03/2022,09/04/2022,First Class,CUST-1416,John Smith,Home Office,Central,Michigan,,Furniture,Chairs,392.06,5,0.0,193.19
1800,ORD-2023-101799,11/27/2023,12/04/2023,Standard Class,CUST-1328,Wei Chen,Consumer,Central,Michigan,,Office Supplies,Storage,37.15,6,0.2,38.24
1801,ORD-2024-101800,04/27/2024,04/28/2024,Second Class,CUST-1121,Liam O'Connor,Corporate,West,Oregon,,Furniture,Chairs,250.19,4,0.1,78.03
1802,ORD-2024-101801,06/13/2024,06/15/2024,First Class,CUST-1923,Maria Garcia ,Home Office,West,California,,Office Supplies,Storage,12.74,6,0.0,15.22
1803,ORD-2024-101802,04/23/2024,04/27/2024,Second Class,CUST-1338,  John Smith,Corporate,East,New York,,Office Supplies,Paper,18.28,4,0.0,-1.26
1804,ORD-2023-101803,05/01/2023,05/03/2023,Standard Class,CUST-1116,Maria Garcia ,Home Office,East,New York,,Office Supplies,Storage,38.1,2,0.0,33.37
1805,ORD-2023-101804,04/11/2023,04/13/2023,Second Class,CUST-1880,  John Smith,Corporate,South,Georgia,,Office Supplies,Art,5.89,3,0.15,4.37
1806,ORD-2023-101805,07/15/2023,07/22/2023,Standard Class,CUST-1015,  John Smith,Home Office,West,Oregon,,Technology,Accessories,,2,0.0,150.49
1807,ORD-2024-101806,07/05/2024,07/11/2024,Second Class,CUST-1213,,Corporate,Central,Michigan,,Technology,Accessories,339.57,7,0.0,538.44
1808,ORD-2023-101807,07/03/2023,07/10/2023,Standard Class,CUST-1371,Maria Garcia ,Home Office,East,Pennsylvania,,Furniture,Bookcases,79.97,6,0.0,87.67
1809,ORD-2023-101808,02/07/2023,02/08/2023,Standard Class,CUST-1996,,Consumer,Central,Texas,11407.0,Office Supplies,Paper,150.69,5,0.3,173.93
1810,ORD-2023-101809,11/09/2023,11/14/2023,Second Class,CUST-1322,Liam O'Connor,Corporate,West,Oregon,,Technology,Machines,166.24,8,0.15,-123.86
1811,ORD-2024-101810,05/15/2024,05/22/2024,Standard Class,CUST-1852,  John Smith,Corporate,South,Georgia,41480.0,Technology,Accessories,331.89,4,0.0,721.96
1812,ORD-2024-101811,02/06/2024,02/10/2024,Second Class,CUST-1989,Liam O'Connor,Home Office,West,California,,Office Supplies,Paper,35.11,9,0.2,41.81
1813,ORD-2024-101812,08/26/2024,09/01/2024,First Class,CUST-1715,David O'Brien,Home Office,East,New York,,Office Supplies,Paper,95.94,1,0.0,6.35
1814,ORD-2022-101813,12/16/2022,12/22/2022,Standard Class,CUST-1274,  John Smith,Corporate,East,New Jersey,,Technology,Accessories,878.02,1,0.2,71.62
1815,ORD-2023-101814,01/18/2023,01/25/2023,Standard Class,CUST-1636,Maria Garcia ,Consumer,Central,Ohio,,Office Supplies,Art,64.04,7,0.3,-79.49
1816,ORD-2024-101815,08/20/2024,08/25/2024,Standard Class,CUST-1137,Aisha Khan,Home Office,South,Georgia,,Office Supplies,Paper,47.19,4,0.0,84.01
1817,ORD-2022-101816,05/04/2022,05/11/2022,Standard Class,CUST-1315,David O'Brien,Home Office,East,Pennsylvania,97434.0,Office Supplies,Art,32.08,2,0.0,5.42
1818,ORD-2023-101817,06/20/2023,06/27/2023,Standard Class,CUST-1910,Maria Garcia ,Home Office,Central,Michigan,,Office Supplies,Paper,125.15,5,0.0,99.23
1819,ORD-2023-101818,10/28/2023,10/31/2023,First Class,CUST-1174,John Smith,Corporate,West,Washington,94814.0,Technology,Phones,129.29,6,0.0,193.29
1820,ORD-2023-101819,03/03/2023,03/04/2023,Second Class,CUST-1517,Priya Patel,Consumer,Central,Michigan,32678.0,Office Supplies,Binders,37.0,9,0.0,74.0
1821,ORD-2022-101820,11/22/2022,11/26/2022,First Class,CUST-1619,Priya Patel,Corporate,West,Oregon,,Office Supplies,Storage,48.27,6,0.0,23.91
1822,ORD-2022-101821,06/03/2022,06/09/2022,Standard Class,CUST-1774,  John Smith,Corporate,South,Florida,,Office Supplies,Art,18.09,1,0.0,2.33
1823,ORD-2022-101822,08/27/2022,08/29/2022,Second Class,CUST-1024,Aisha Khan,Consumer,East,New York,,Office Supplies,Art,31.55,5,0.1,23.56
1824,ORD-2024-101823,01/01/2024,01/03/2024,Standard Class,CUST-1157,  John Smith,Consumer,West,Oregon,,Office Supplies,Paper,42.14,1,0.0,5.06
1825,ORD-2024-101824,01/02/2024,01/06/2024,Standard Class,CUST-1873,Maria Garcia ,Home Office,Central,Ohio,,Office Supplies,Paper,59.03,2,0.0,24.99
1826,ORD-2022-101825,09/05/2022,09/09/2022,Standard Class,CUST-1469,John Smith,Home Office,West,Oregon,,Office Supplies,Paper,14.19,6,0.0,13.15
1827,ORD-2024-101826,05/01/2024,05/03/2024,Standard Class,CUST-1476,Maria Garcia ,Home Office,East,New Jersey,50253.0,Technology,Accessories,933.95,4,0.15,473.04
1828,ORD-2023-101827,12/02/2023,12/09/2023,Second Class,CUST-1967,David O'Brien,Corporate,East,New Jersey,,Furniture,Chairs,242.52,4,0.1,335.48
1829,ORD-2024-101828,08/09/2024,08/11/2024,Standard Class,CUST-1775,  John Smith,Home Office,Central,Texas,,Furniture,Bookcases,790.36,4,0.2,-242.21
1830,ORD-2023-101829,12/25/2023,01/01/2024,Standard Class,CUST-1280,,Consumer,South,Georgia,,Furniture,Chairs,71.99,5,0.0,-88.73
1831,ORD-2023-101830,09/07/2023,09/09/2023,First Class,CUST-1571,  John Smith,Home Office,West,Washington,65746.0,Office Supplies,Art,39.51,8,0.0,31.45
1832,ORD-2022-101831,06/19/2022,06/25/2022,Standard Class,CUST-1996,David O'Brien,Consumer,East,New York,,Office Supplies,Art,16.38,1,0.0,2.9
1833,ORD-2024-101832,10/28/2024,11/02/2024,Standard Class,CUST-1840,,Home Office,South,Georgia,,Office Supplies,Art,8.85,5,0.1,5.0
1834,ORD-2024-101833,11/29/2024,11/30/2024,Second Class,CUST-1295,Maria Garcia ,Corporate,East,New Jersey,,Office Supplies,Art,97.25,1,0.0,22.31
1835,ORD-2023-101834,06/23/2023,06/30/2023,Second Class,CUST-1778,,Home Office,South,Georgia,72255.0,Technology,Accessories,259.39,9,0.0,155.32
1836,ORD-2024-101835,01/29/2024,02/03/2024,Standard Class,CUST-1230,,Corporate,West,Washington,,Technology,Accessories,181.67,4,0.0,123.24
1837,ORD-2023-101836,08/20/2023,08/22/2023,Standard Class,CUST-1789,,Corporate,Central,Texas,,Technology,Copiers,482.4,9,0.0,438.01
1838,ORD-2024-101837,12/30/2024,01/05/2025,Standard Class,CUST-1603,Liam O'Connor,Corporate,West,Oregon,54594.0,Office Supplies,Storage,31.7,1,0.1,4.14
1839,ORD-2023-101838,10/17/2023,10/24/2023,Standard Class,CUST-1205,David O'Brien,Consumer,West,California,,Technology,Phones,634.93,9,0.0,918.94
1840,ORD-2022-101839,05/17/2022,05/21/2022,First Class,CUST-1659,Wei Chen,Home Office,Central,Ohio,,Office Supplies,Storage,20.14,7,0.0,14.99
1841,ORD-2024-101840,03/03/2024,03/10/2024,Same Day,CUST-1785,Aisha Khan,Corporate,South,North Carolina,,Office Supplies,Binders,56.34,8,0.0,8.57
1842,ORD-2022-101841,07/19/2022,07/20/2022,First Class,CUST-1237,Maria Garcia ,Corporate,East,New Jersey,,Office Supplies,Storage,21.27,7,0.0,61.76
1843,ORD-2023-101842,09/22/2023,09/24/2023,Standard Class,CUST-1482,David O'Brien,Consumer,West,California,,Office Supplies,Binders,32.3,5,0.0,64.71
1844,ORD-2023-101843,08/01/2023,08/07/2023,Standard Class,CUST-1202,David O'Brien,Consumer,South,Georgia,,Technology,Machines,290.96,1,0.0,97.03
1845,ORD-2022-101844,03/12/2022,03/18/2022,Standard Class,CUST-1920,John Smith,Home Office,East,New Jersey,11335.0,Furniture,Bookcases,173.27,1,0.0,-0.76
1846,ORD-2023-101845,03/16/2023,03/19/2023,First Class,CUST-1832,Fatima Noor,Home Office,West,Oregon,33567.0,Technology,Copiers,130.76,6,0.1,98.01
1847,ORD-2022-101846,07/13/2022,07/20/2022,Same Day,CUST-1008,Aisha Khan,Home Office,Central,Michigan,,Furniture,Furnishings,257.82,7,0.0,361.94
1848,ORD-2024-101847,09/18/2024,09/21/2024,Standard Class,CUST-1903,John Smith,Corporate,South,Alabama,,Office Supplies,Paper,38.78,5,0.0,21.62
1849,ORD-2023-101848,11/10/2023,11/15/2023,Standard Class,CUST-1624,Liam O'Connor,Home Office,West,Washington,,Furniture,Tables,240.16,5,0.15,362.46
1850,ORD-2024-101849,10/21/2024,10/23/2024,Standard Class,CUST-1293,Maria Garcia ,Corporate,West,California,,Office Supplies,Binders,9.18,6,0.0,17.7
1851,ORD-2024-101850,09/22/2024,09/28/2024,Second Class,CUST-1136,  John Smith,Consumer,Central,Michigan,,Technology,Machines,463.12,6,0.0,467.13
1852,ORD-2023-101851,03/14/2023,03/21/2023,Standard Class,CUST-1728,John Smith,Consumer,East,Pennsylvania,,Office Supplies,Paper,109.69,7,0.0,237.42
1853,ORD-2024-101852,05/04/2024,05/10/2024,Standard Class,CUST-1177,Aisha Khan,Corporate,Central,Ohio,94219.0,Technology,Copiers,274.78,4,0.0,87.5
1854,ORD-2023-101853,01/23/2023,01/25/2023,Standard Class,CUST-1769,David O'Brien,Home Office,South,Georgia,,Furniture,Chairs,102.66,4,0.15,56.89
1855,ORD-2022-101854,12/02/2022,12/05/2022,Standard Class,CUST-1431,,Corporate,Central,Michigan,,Office Supplies,Paper,29.77,6,0.0,3.85
1856,ORD-2024-101855,01/02/2024,01/03/2024,Standard Class,CUST-1690,Wei Chen,Consumer,East,New Jersey,,Furniture,Furnishings,134.05,5,0.0,173.65
1857,ORD-2023-101856,02/15/2023,02/20/2023,Standard Class,CUST-1768,Aisha Khan,Corporate,South,Florida,,Office Supplies,Art,56.34,3,0.0,12.57
1858,ORD-2023-101857,10/27/2023,11/02/2023,First Class,CUST-1870,Wei Chen,Consumer,West,Oregon,,Office Supplies,Storage,46.11,2,0.0,19.25
1859,ORD-2022-101858,09/14/2022,09/15/2022,Standard Class,CUST-1014,Liam O'Connor,Home Office,South,Georgia,,Office Supplies,Art,50.59,8,0.0,87.89
1860,ORD-2023-101859,04/12/2023,04/13/2023,Same Day,CUST-1312,Wei Chen,Consumer,West,Oregon,59536.0,Furniture,Chairs,185.34,4,0.15,-8.33
1861,ORD-2024-101860,02/11/2024,02/12/2024,First Class,CUST-1686,Maria Garcia ,Corporate,South,Florida,,Technology,Phones,529.94,6,0.2,471.64
1862,ORD-2022-101861,05/11/2022,05/15/2022,Same Day,CUST-1625,Fatima Noor,Corporate,Central,Texas,,Technology,Copiers,453.02,9,0.1,907.18
1863,ORD-2024-101862,11/25/2024,12/02/2024,Standard Class,CUST-1957,Priya Patel,Corporate,Central,Ohio,,Furniture,Bookcases,456.89,7,0.15,485.35
1864,ORD-2024-101863,05/01/2024,05/05/2024,Standard Class,CUST-1790,Fatima Noor,Consumer,West,Oregon,25028.0,Office Supplies,Binders,13.55,9,0.0,-7.79
1865,ORD-2024-101864,01/16/2024,01/21/2024,Second Class,CUST-1466,Liam O'Connor,Corporate,West,California,,Technology,Copiers,28.26,7,0.0,38.31
1866,ORD-2022-101865,04/06/2022,04/08/2022,Standard Class,CUST-1457,Fatima Noor,Consumer,West,Oregon,89614.0,Furniture,Chairs,411.5,6,0.0,929.5
1867,ORD-2023-101866,12/17/2023,12/18/2023,First Class,CUST-1538,David O'Brien,Consumer,Central,Texas,,Office Supplies,Paper,11.93,6,0.0,18.36
1868,ORD-2024-101867,07/06/2024,07/09/2024,First Class,CUST-1914,  John Smith,Consumer,Central,Illinois,10988.0,Office Supplies,Binders,21.55,1,0.1,-1.2
1869,ORD-2024-101868,03/12/2024,03/16/2024,Second Class,CUST-1922,,Consumer,West,California,,Office Supplies,Binders,73.76,9,0.1,-8.0
1870,ORD-2022-101869,08/26/2022,08/29/2022,Standard Class,CUST-1276,Liam O'Connor,Corporate,Central,Illinois,,Furniture,Chairs,194.37,1,0.0,57.41
1871,ORD-2023-101870,01/20/2023,01/24/2023,Standard Class,CUST-1056,,Corporate,West,Washington,49579.0,Furniture,Chairs,40.5,4,0.0,27.18
1872,ORD-2022-101871,10/23/2022,10/24/2022,Standard Class,CUST-1282,Wei Chen,Consumer,East,Pennsylvania,,Technology,Copiers,541.07,1,0.0,-1.51
1873,ORD-2022-101872,12/19/2022,12/25/2022,Standard Class,CUST-1819,Priya Patel,Home Office,South,Georgia,32592.0,Office Supplies,Binders,162.34,7,0.0,39.79
1874,ORD-2022-101873,05/29/2022,06/05/2022,Standard Class,CUST-1166,Liam O'Connor,Corporate,West,Oregon,,Office Supplies,Paper,46.28,7,0.3,-37.13
1875,ORD-2024-101874,03/11/2024,03/16/2024,Second Class,CUST-1237,  John Smith,Home Office,South,Alabama,,Furniture,Chairs,353.42,9,0.0,1263.56
1876,ORD-2023-101875,06/23/2023,06/27/2023,Standard Class,CUST-1637,Wei Chen,Corporate,Central,Ohio,,Office Supplies,Binders,58.05,6,0.1,56.07
1877,ORD-2024-101876,07/16/2024,07/20/2024,Standard Class,CUST-1859,,Consumer,West,Oregon,46562.0,Furniture,Chairs,543.12,6,0.0,1091.92
1878,ORD-2022-101877,03/30/2022,04/01/2022,First Class,CUST-1440,  John Smith,Corporate,South,North Carolina,,Office Supplies,Art,105.1,4,0.0,6.83
1879,ORD-2023-101878,12/31/2023,01/03/2024,Standard Class,CUST-1429,John Smith,Corporate,West,Oregon,15170.0,Office Supplies,Art,44.09,4,0.0,28.45
1880,ORD-2024-101879,04/28/2024,05/04/2024,Standard Class,CUST-1607,Liam O'Connor,Home Office,East,Massachusetts,,Furniture,Bookcases,76.33,9,0.1,119.51
1881,ORD-2023-101880,04/02/2023,04/06/2023,Same Day,CUST-1167,Priya Patel,Consumer,East,New Jersey,,Office Supplies,Binders,90.81,5,0.15,171.44
1882,ORD-2022-101881,06/25/2022,06/27/2022,Second Class,CUST-1568,Wei Chen,Consumer,West,Nevada,,Technology,Machines,166.28,6,0.0,80.73
1883,ORD-2023-101882,11/19/2023,11/20/2023,First Class,CUST-1886,Maria Garcia ,Corporate,East,New York,,Technology,Phones,696.64,3,0.0,539.15
1884,ORD-2022-101883,09/28/2022,10/01/2022,Standard Class,CUST-1967,Maria Garcia ,Consumer,East,Massachusetts,,Office Supplies,Binders,44.64,6,0.3,-18.77
1885,ORD-2022-101884,06/19/2022,06/25/2022,Standard Class,CUST-1376,Fatima Noor,Consumer,East,Pennsylvania,,Office Supplies,Binders,34.23,8,0.0,24.55
1886,ORD-2024-101885,07/02/2024,07/09/2024,Standard Class,CUST-1836,John Smith,Home Office,West,Oregon,,Furniture,Tables,404.66,5,0.2,-349.08
1887,ORD-2023-101886,04/09/2023,04/11/2023,Second Class,CUST-1888,David O'Brien,Home Office,West,California,,Office Supplies,Binders,21.1,7,0.0,-20.02
1888,ORD-2022-101887,10/18/2022,10/19/2022,Standard Class,CUST-1051,  John Smith,Home Office,West,Washington,,Furniture,Tables,197.83,7,0.0,164.96
1889,ORD-2022-101888,11/11/2022,11/13/2022,Same Day,CUST-1406,  John Smith,Consumer,West,Washington,94108.0,Office Supplies,Paper,17.14,7,0.0,18.25
1890,ORD-2022-101889,10/26/2022,10/27/2022,Second Class,CUST-1530,,Corporate,Central,Texas,,Office Supplies,Art,11.25,8,0.1,31.87
1891,ORD-2023-101890,09/12/2023,09/14/2023,Standard Class,CUST-1193,Aisha Khan,Consumer,East,New York,51916.0,Office Supplies,Storage,71.18,6,0.0,124.37
1892,ORD-2023-101891,01/03/2023,01/05/2023,Second Class,CUST-1892,John Smith,Consumer,West,Oregon,61213.0,Technology,Machines,596.57,6,0.0,1161.99
1893,ORD-2022-101892,01/16/2022,01/22/2022,Second Class,CUST-1169,Maria Garcia ,Corporate,Central,Texas,,Office Supplies,Storage,73.1,3,0.1,41.31
1894,ORD-2023-101893,02/03/2023,02/07/2023,Second Class,CUST-1834,Priya Patel,Consumer,West,Washington,,Office Supplies,Storage,25.08,6,0.2,-6.41
1895,ORD-2023-101894,09/20/2023,09/23/2023,Standard Class,CUST-1896,Wei Chen,Home Office,Central,Michigan,,Technology,Machines,473.21,8,0.15,648.07
1896,ORD-2022-101895,03/24/2022,03/26/2022,Standard Class,CUST-1573,Wei Chen,Home Office,East,New York,,Office Supplies,Paper,25.37,9,0.15,31.89
1897,ORD-2024-101896,12/29/2024,01/02/2025,Standard Class,CUST-1222,Wei Chen,Consumer,West,Washington,14919.0,Furniture,Furnishings,109.84,5,0.3,20.25
1898,ORD-2023-101897,08/22/2023,08/29/2023,Standard Class,CUST-1853,Aisha Khan,Corporate,Central,Ohio,,Office Supplies,Storage,59.13,1,0.0,8.99
1899,ORD-2023-101898,08/17/2023,08/24/2023,Second Class,CUST-1646,David O'Brien,Consumer,West,California,,Furniture,Furnishings,247.99,6,0.3,-122.78
1900,ORD-2022-101899,02/21/2022,02/27/2022,Standard Class,CUST-1272,Liam O'Connor,Corporate,Central,Ohio,24203.0,Furniture,Furnishings,215.4,4,0.15,227.31
1901,ORD-2023-101900,10/20/2023,10/23/2023,Standard Class,CUST-1274,Aisha Khan,Home Office,West,California,,Office Supplies,Binders,55.81,8,0.1,122.28
1902,ORD-2024-101901,04/06/2024,04/12/2024,Standard Class,CUST-1188,  John Smith,Home Office,South,Florida,,Office Supplies,Paper,56.27,8,0.0,142.63
1903,ORD-2023-101902,05/12/2023,05/13/2023,Standard Class,CUST-1875,David O'Brien,Corporate,East,New Jersey,61009.0,Office Supplies,Storage,32.95,9,0.2,9.34
1904,ORD-2022-101903,01/01/2022,01/07/2022,Standard Class,CUST-1786,Fatima Noor,Consumer,West,Oregon,,Office Supplies,Art,30.19,1,0.0,3.55
1905,ORD-2024-101904,05/03/2024,05/07/2024,Standard Class,CUST-1195,,Consumer,West,Oregon,49443.0,Office Supplies,Binders,22.8,9,0.1,84.45
1906,ORD-2023-101905,04/30/2023,05/06/2023,First Class,CUST-1062,Wei Chen,Corporate,South,North Carolina,,Office Supplies,Storage,4.57,8,0.1,1.96
1907,ORD-2024-101906,07/12/2024,07/14/2024,Standard Class,CUST-1135,Liam O'Connor,Home Office,Central,Texas,,Office Supplies,Storage,22.28,7,0.0,13.21
1908,ORD-2024-101907,11/16/2024,11/20/2024,Standard Class,CUST-1847,  John Smith,Consumer,Central,Michigan,,Office Supplies,Art,28.54,3,0.2,20.42
1909,ORD-2024-101908,06/02/2024,06/06/2024,Second Class,CUST-1418,Aisha Khan,Consumer,Central,Ohio,53686.0,Office Supplies,Binders,15.1,4,0.0,0.11
1910,ORD-2022-101909,11/22/2022,11/25/2022,Second Class,CUST-1429,  John Smith,Corporate,South,North Carolina,,Office Supplies,Storage,27.63,8,0.15,30.01
1911,ORD-2022-101910,03/01/2022,03/03/2022,Standard Class,CUST-1759,Aisha Khan,Corporate,East,New York,45426.0,Technology,Accessories,1160.58,9,0.0,5019.3
1912,ORD-2023-101911,01/05/2023,01/09/2023,Standard Class,CUST-1437,Liam O'Connor,Consumer,Central,Michigan,63086.0,Technology,Phones,438.63,8,0.0,1790.61
1913,ORD-2022-101912,11/24/2022,11/25/2022,Standard Class,CUST-1128,Priya Patel,Corporate,East,New York,,Office Supplies,Paper,46.96,4,0.2,15.24
1914,ORD-2022-101913,12/31/2022,01/01/2023,Standard Class,CUST-1258,Wei Chen,Corporate,West,Nevada,68376.0,Furniture,Chairs,100.58,7,0.0,131.94
1915,ORD-2023-101914,02/02/2023,02/04/2023,First Class,CUST-1185,John Smith,Home Office,West,Oregon,,Office Supplies,Paper,39.86,7,0.15,61.23
1916,ORD-2023-101915,06/01/2023,06/08/2023,Second Class,CUST-1160,Liam O'Connor,Corporate,East,Massachusetts,,Office Supplies,Binders,77.73,9,0.0,50.67
1917,ORD-2022-101916,05/23/2022,05/28/2022,Standard Class,CUST-1145,Maria Garcia ,Home Office,East,New York,,Office Supplies,Storage,52.53,2,0.0,37.07
1918,ORD-2022-101917,09/23/2022,09/25/2022,Standard Class,CUST-1247,Maria Garcia ,Consumer,East,Massachusetts,,Furniture,Furnishings,31.54,4,0.0,44.74
1919,ORD-2023-101918,08/20/2023,08/23/2023,Standard Class,CUST-1647,Aisha Khan,Home Office,West,Washington,90552.0,Office Supplies,Paper,29.85,2,0.0,11.6
1920,ORD-2022-101919,05/07/2022,05/08/2022,Standard Class,CUST-1426,David O'Brien,Home Office,West,California,83713.0,Furniture,Furnishings,152.61,2,0.3,22.02
1921,ORD-2022-101920,04/18/2022,04/21/2022,Standard Class,CUST-1676,  John Smith,Corporate,Central,Texas,64276.0,Technology,Accessories,230.95,9,0.0,704.19
1922,ORD-2023-101921,12/09/2023,12/13/2023,Standard Class,CUST-1785,Maria Garcia ,Corporate,West,Washington,52596.0,Furniture,Chairs,260.02,8,0.3,77.82
1923,ORD-2022-101922,05/17/2022,05/21/2022,Second Class,CUST-1854,Priya Patel,Corporate,East,Pennsylvania,,Furniture,Furnishings,95.63,9,0.0,41.95
1924,ORD-2022-101923,01/20/2022,01/27/2022,Standard Class,CUST-1006,Liam O'Connor,Consumer,East,Pennsylvania,,Furniture,Chairs,327.21,5,0.1,539.33
1925,ORD-2023-101924,11/03/2023,11/07/2023,Standard Class,CUST-1667,David O'Brien,Corporate,West,Oregon,45895.0,Office Supplies,Storage,60.55,1,0.3,-12.22
1926,ORD-2023-101925,08/08/2023,08/11/2023,Standard Class,CUST-1169,,Home Office,East,New York,85061.0,Technology,Phones,710.16,7,0.2,1299.69
1927,ORD-2023-101926,02/14/2023,02/16/2023,Standard Class,CUST-1601,John Smith,Corporate,South,North Carolina,,Furniture,Furnishings,468.09,1,0.0,156.45
1928,ORD-2022-101927,06/15/2022,06/19/2022,Standard Class,CUST-1313,Fatima Noor,Corporate,South,Georgia,,Office Supplies,Storage,18.43,7,0.0,59.89
1929,ORD-2023-101928,11/04/2023,11/08/2023,Standard Class,CUST-1116,Maria Garcia ,Home Office,South,Georgia,28664.0,Office Supplies,Art,53.82,1,0.0,8.76
1930,ORD-2023-101929,12/23/2023,12/28/2023,Standard Class,CUST-1412,Aisha Khan,Home Office,South,Alabama,,Office Supplies,Art,20.55,5,0.15,-13.38
1931,ORD-2022-101930,07/15/2022,07/19/2022,Standard Class,CUST-1432,Aisha Khan,Home Office,South,Georgia,77521.0,Office Supplies,Paper,34.61,7,0.2,-42.13
1932,ORD-2024-101931,12/09/2024,12/13/2024,Standard Class,CUST-1639,,Home Office,Central,Illinois,85228.0,Technology,Machines,372.8,9,0.0,1069.31
1933,ORD-2022-101932,06/12/2022,06/19/2022,Standard Class,CUST-1667,Wei Chen,Corporate,East,New Jersey,,Technology,Machines,560.87,5,0.0,584.66
1934,ORD-2023-101933,08/26/2023,08/27/2023,Same Day,CUST-1501,David O'Brien,Consumer,East,Pennsylvania,,Technology,Phones,275.5,9,0.0,546.3
1935,ORD-2023-101934,10/19/2023,10/26/2023,Standard Class,CUST-1777,David O'Brien,Corporate,West,Washington,49314.0,Technology,Phones,253.35,7,0.0,447.12
1936,ORD-2023-101935,01/19/2023,01/25/2023,First Class,CUST-1255,Priya Patel,Corporate,East,New Jersey,,Furniture,Bookcases,221.05,2,0.3,-26.94
1937,ORD-2024-101936,12/15/2024,12/16/2024,Standard Class,CUST-1033,Fatima Noor,Corporate,South,Georgia,99409.0,Office Supplies,Binders,36.82,5,0.1,48.57
1938,ORD-2022-101937,10/24/2022,10/29/2022,Standard Class,CUST-1552,,Corporate,West,Washington,41316.0,Office Supplies,Art,33.53,5,0.3,-8.33
1939,ORD-2022-101938,08/31/2022,09/05/2022,Standard Class,CUST-1521,  John Smith,Consumer,South,Alabama,66383.0,Office Supplies,Art,65.97,8,0.0,229.67
1940,ORD-2024-101939,10/25/2024,10/31/2024,Standard Class,CUST-1638,David O'Brien,Consumer,Central,Texas,,Office Supplies,Binders,38.61,3,0.0,26.31
1941,ORD-2023-101940,03/10/2023,03/16/2023,Second Class,CUST-1309,Priya Patel,Home Office,South,Florida,,Office Supplies,Art,9.89,3,0.2,3.86
1942,ORD-2024-101941,07/24/2024,07/30/2024,Standard Class,CUST-1467,Fatima Noor,Corporate,Central,Ohio,,Technology,Phones,1240.12,8,0.1,2058.42
1943,ORD-2023-101942,01/29/2023,01/31/2023,First Class,CUST-1588,Aisha Khan,Home Office,South,Florida,52038.0,Technology,Phones,290.83,7,0.15,-2.99
1944,ORD-2022-101943,05/29/2022,05/30/2022,Second Class,CUST-1538,,Home Office,South,Florida,88208.0,Office Supplies,Art,26.84,9,0.15,22.15
1945,ORD-2024-101944,03/23/2024,03/25/2024,Standard Class,CUST-1990,Aisha Khan,Corporate,West,Nevada,,Furniture,Tables,453.63,5,0.1,-3.34
1946,ORD-2023-101945,03/24/2023,03/28/2023,First Class,CUST-1655,Maria Garcia ,Home Office,Central,Ohio,,Furniture,Chairs,26.5,3,0.2,-2.0
1947,ORD-2022-101946,05/10/2022,05/16/2022,Second Class,CUST-1592,John Smith,Corporate,South,Georgia,,Technology,Machines,295.44,5,0.0,475.56
1948,ORD-2024-101947,03/02/2024,03/04/2024,Second Class,CUST-1539,Priya Patel,Home Office,South,Georgia,48803.0,Office Supplies,Art,45.27,4,0.0,44.04
1949,ORD-2023-101948,02/12/2023,02/17/2023,Second Class,CUST-1300,Aisha Khan,Corporate,Central,Texas,60967.0,Furniture,Tables,187.38,7,0.0,339.09
1950,ORD-2022-101949,10/24/2022,10/31/2022,Standard Class,CUST-1391,Maria Garcia ,Consumer,West,California,,Office Supplies,Paper,134.89,8,0.0,305.58
1951,ORD-2022-101950,10/28/2022,10/31/2022,Standard Class,CUST-1549,Fatima Noor,Consumer,East,New Jersey,,Furniture,Furnishings,147.43,3,0.0,71.41
1952,ORD-2022-101951,09/16/2022,09/17/2022,Standard Class,CUST-1839,Priya Patel,Home Office,South,North Carolina,,Office Supplies,Binders,32.71,4,0.1,1.81
1953,ORD-2023-101952,09/18/2023,09/19/2023,Standard Class,CUST-1616,John Smith,Corporate,Central,Texas,,Technology,Machines,377.24,9,0.0,540.02
1954,ORD-2022-101953,01/09/2022,01/15/2022,Second Class,CUST-1986,,Home Office,East,New York,,Technology,Phones,490.32,6,0.0,108.94
1955,ORD-2022-101954,07/22/2022,07/28/2022,Second Class,CUST-1166,  John Smith,Corporate,South,Florida,,Furniture,Chairs,79.78,4,0.15,74.42
